CO,PM10,PM25,시정(10m),7day_Avg_PM10,Rain_Value_가벼운 비,Rain_Value_보통의 비,Rain_Value_비가 오지않음,Rain_Value_심한 비
0.3,8.0,5.0,1464,5.285714285714286,0,0,1,0
0.3,8.0,5.0,2000,6.0,1,0,0,0
0.4,10.0,6.0,493,6.857142857142857,0,0,1,0
0.3,10.0,7.0,481,7.571428571428571,0,0,1,0
0.3,12.0,9.0,1034,8.571428571428571,0,0,1,0
0.3,17.0,10.0,2000,10.428571428571429,0,0,1,0
0.3,13.0,7.0,2000,11.142857142857142,0,0,1,0
0.3,10.0,7.0,2000,11.428571428571429,0,0,1,0
0.3,18.0,11.0,1776,12.857142857142858,0,0,1,0
0.3,16.0,11.0,2000,13.714285714285714,0,0,1,0
0.3,9.0,3.0,1953,13.571428571428571,0,0,1,0
0.3,8.0,3.0,2000,13.0,0,0,1,0
0.3,9.0,2.0,2000,11.857142857142858,0,0,1,0
0.3,7.0,3.0,2000,11.0,0,0,1,0
0.3,7.0,5.0,2000,10.571428571428571,0,0,1,0
0.3,9.0,4.0,2000,9.285714285714286,0,0,1,0
0.3,8.0,4.0,2000,8.142857142857142,0,0,1,0
0.3,9.0,4.0,2000,8.142857142857142,0,0,1,0
0.3,12.0,5.0,2000,8.714285714285714,0,0,1,0
0.4,11.0,6.0,2000,9.0,0,0,1,0
0.4,15.0,5.0,2000,10.142857142857142,0,0,1,0
0.4,15.0,7.0,2000,11.285714285714286,0,0,1,0
0.4,20.0,10.0,2000,12.857142857142858,0,0,1,0
0.4,21.0,14.0,2000,14.714285714285714,0,0,1,0
0.5,28.0,13.0,2000,17.428571428571427,0,0,1,0
0.5,28.0,17.0,2000,19.714285714285715,0,0,1,0
0.5,33.0,21.0,1997,22.857142857142858,0,0,1,0
0.5,31.0,22.0,2000,25.142857142857142,0,0,1,0
0.6,35.0,24.0,1978,28.0,0,0,1,0
0.5,31.0,18.0,2000,29.571428571428573,0,0,1,0
0.5,30.0,15.0,1788,30.857142857142858,0,0,1,0
0.6,32.0,17.0,1244,31.428571428571427,0,0,1,0
0.5,36.0,22.0,1412,32.57142857142857,0,0,1,0
0.5,30.0,19.0,1388,32.142857142857146,0,0,1,0
0.5,32.0,20.0,1110,32.285714285714285,0,0,1,0
0.5,35.0,22.0,956,32.285714285714285,0,0,1,0
0.5,36.0,24.0,932,33.0,0,0,1,0
0.4,34.0,21.0,899,33.57142857142857,0,0,1,0
0.4,36.0,20.0,759,34.142857142857146,0,0,1,0
0.4,35.0,21.0,709,34.0,0,0,1,0
0.4,31.0,19.0,1031,34.142857142857146,0,0,1,0
0.5,28.0,17.0,1393,33.57142857142857,0,0,1,0
0.5,30.0,20.0,1685,32.857142857142854,0,0,1,0
0.5,27.0,15.0,2000,31.571428571428573,0,0,1,0
0.5,29.0,19.0,2000,30.857142857142858,0,0,1,0
0.6,32.0,21.0,2000,30.285714285714285,0,0,1,0
0.5,38.0,22.0,1944,30.714285714285715,0,0,1,0
0.5,33.0,21.0,2000,31.0,0,0,1,0
0.5,37.0,27.0,1886,32.285714285714285,0,0,1,0
0.5,49.0,31.0,800,35.0,0,0,1,0
0.6,63.0,42.0,1096,40.142857142857146,0,0,1,0
0.6,60.0,43.0,1251,44.57142857142857,0,0,1,0
0.6,55.0,38.0,1505,47.857142857142854,0,0,1,0
0.6,49.0,33.0,1911,49.42857142857143,0,0,1,0
0.5,45.0,30.0,2000,51.142857142857146,0,0,1,0
0.5,38.0,24.0,2000,51.285714285714285,0,0,1,0
0.5,36.0,21.0,2000,49.42857142857143,0,0,1,0
0.6,36.0,23.0,2000,45.57142857142857,0,0,1,0
0.6,40.0,25.0,1411,42.714285714285715,0,0,1,0
0.6,43.0,28.0,1307,41.0,0,0,1,0
0.6,43.0,28.0,1089,40.142857142857146,0,0,1,0
0.6,52.0,34.0,885,41.142857142857146,0,0,1,0
0.6,67.0,38.0,713,45.285714285714285,0,0,1,0
0.5,48.0,27.0,587,47.0,0,0,1,0
0.7,71.0,39.0,420,52.0,0,0,1,0
0.5,48.0,21.0,841,53.142857142857146,0,0,1,0
0.4,17.0,11.0,2000,49.42857142857143,0,0,1,0
0.4,11.0,8.0,2000,44.857142857142854,0,0,1,0
0.4,9.0,6.0,2000,38.714285714285715,0,0,1,0
0.4,13.0,10.0,2000,31.0,0,0,1,0
0.4,16.0,12.0,2000,26.428571428571427,0,0,1,0
0.4,16.0,11.0,2000,18.571428571428573,0,0,1,0
0.5,21.0,15.0,2000,14.714285714285714,0,0,1,0
0.5,18.0,12.0,2000,14.857142857142858,0,0,1,0
0.5,20.0,13.0,2000,16.142857142857142,0,0,1,0
0.5,18.0,13.0,2000,17.428571428571427,0,0,1,0
0.4,18.0,11.0,1509,18.142857142857142,0,0,1,0
0.5,20.0,13.0,1447,18.714285714285715,0,0,1,0
0.6,37.0,25.0,114,21.714285714285715,1,0,0,0
0.5,34.0,23.0,490,23.571428571428573,0,1,0,0
0.6,25.0,17.0,507,24.571428571428573,0,0,1,0
0.7,38.0,20.0,492,27.142857142857142,0,0,1,0
0.5,39.0,19.0,412,30.142857142857142,1,0,0,0
0.4,19.0,13.0,395,30.285714285714285,1,0,0,0
0.4,17.0,12.0,317,29.857142857142858,0,0,1,0
0.4,20.0,14.0,580,27.428571428571427,0,0,1,0
0.4,24.0,12.0,347,26.0,0,0,1,0
0.4,27.0,15.0,426,26.285714285714285,0,0,1,0
0.5,27.0,15.0,505,24.714285714285715,0,0,1,0
0.4,25.0,14.0,811,22.714285714285715,0,0,1,0
0.4,21.0,12.0,874,23.0,0,0,1,0
0.4,22.0,13.0,677,23.714285714285715,0,0,1,0
0.3,29.0,16.0,1505,25.0,0,0,1,0
0.3,26.0,17.0,1700,25.285714285714285,0,0,1,0
0.3,22.0,19.0,2000,24.571428571428573,0,0,1,0
0.3,23.0,17.0,2000,24.0,0,0,1,0
0.3,27.0,18.0,2000,24.285714285714285,0,0,1,0
0.3,25.0,18.0,2000,24.857142857142858,0,0,1,0
0.4,30.0,21.0,2000,26.0,0,0,1,0
0.3,28.0,20.0,2000,25.857142857142858,0,0,1,0
0.3,22.0,16.0,2000,25.285714285714285,0,0,1,0
0.3,19.0,13.0,2000,24.857142857142858,0,0,1,0
0.3,14.0,10.0,2000,23.571428571428573,0,0,1,0
0.2,9.0,6.0,2000,21.0,0,0,1,0
0.3,9.0,3.0,2000,18.714285714285715,0,0,1,0
0.3,8.0,5.0,2000,15.571428571428571,0,0,1,0
0.2,8.0,6.0,2000,12.714285714285714,0,0,1,0
0.2,9.0,6.0,2000,10.857142857142858,0,0,1,0
0.2,9.0,8.0,2000,9.428571428571429,0,0,1,0
0.2,12.0,7.0,2000,9.142857142857142,0,0,1,0
0.3,14.0,10.0,2000,9.857142857142858,0,0,1,0
0.3,11.0,7.0,2000,10.142857142857142,0,0,1,0
0.2,13.0,7.0,2000,10.857142857142858,0,0,1,0
0.3,14.0,5.0,2000,11.714285714285714,0,0,1,0
0.2,18.0,7.0,2000,13.0,0,0,1,0
0.3,17.0,9.0,2000,14.142857142857142,0,0,1,0
0.3,18.0,10.0,2000,15.0,0,0,1,0
0.3,18.0,12.0,2000,15.571428571428571,0,0,1,0
0.3,25.0,17.0,2000,17.571428571428573,0,0,1,0
0.3,22.0,14.0,2000,18.857142857142858,0,0,1,0
0.3,20.0,14.0,2000,19.714285714285715,0,0,1,0
0.3,19.0,14.0,2000,19.857142857142858,0,0,1,0
0.2,24.0,16.0,2000,20.857142857142858,0,0,1,0
0.3,22.0,13.0,2000,21.428571428571427,0,0,1,0
0.2,19.0,13.0,2000,21.571428571428573,0,0,1,0
0.2,16.0,11.0,2000,20.285714285714285,0,0,1,0
0.2,13.0,9.0,2000,19.0,0,0,1,0
0.2,12.0,7.0,2000,17.857142857142858,0,0,1,0
0.2,11.0,7.0,2000,16.714285714285715,0,0,1,0
0.2,11.0,6.0,2000,14.857142857142858,0,0,1,0
0.2,12.0,7.0,2000,13.428571428571429,0,0,1,0
0.3,12.0,7.0,2000,12.428571428571429,0,0,1,0
0.2,13.0,8.0,2000,12.0,0,0,1,0
0.3,13.0,7.0,2000,12.0,0,0,1,0
0.3,17.0,6.0,2000,12.714285714285714,0,0,1,0
0.3,17.0,10.0,1825,13.571428571428571,1,0,0,0
0.2,16.0,9.0,2000,14.285714285714286,0,0,1,0
0.3,12.0,8.0,1895,14.285714285714286,1,0,0,0
0.3,20.0,13.0,1399,15.428571428571429,0,0,1,0
0.3,22.0,14.0,891,16.714285714285715,0,0,1,0
0.3,31.0,23.0,771,19.285714285714285,1,0,0,0
0.3,31.0,22.0,1043,21.285714285714285,0,0,1,0
0.3,27.0,18.0,1992,22.714285714285715,0,0,1,0
0.3,28.0,21.0,2000,24.428571428571427,0,0,1,0
0.3,30.0,25.0,1833,27.0,0,0,1,0
0.3,32.0,24.0,1727,28.714285714285715,0,0,1,0
0.3,31.0,25.0,2000,30.0,0,0,1,0
0.3,26.0,22.0,1885,29.285714285714285,0,0,1,0
0.3,31.0,25.0,2000,29.285714285714285,0,0,1,0
0.3,26.0,22.0,1973,29.142857142857142,0,0,1,0
0.3,31.0,21.0,1418,29.571428571428573,0,0,1,0
0.3,29.0,23.0,1237,29.428571428571427,0,0,1,0
0.2,32.0,22.0,1042,29.428571428571427,0,0,1,0
0.2,33.0,24.0,843,29.714285714285715,0,0,1,0
0.2,37.0,24.0,857,31.285714285714285,0,0,1,0
0.2,27.0,19.0,1105,30.714285714285715,0,0,1,0
0.2,23.0,18.0,1292,30.285714285714285,0,0,1,0
0.2,24.0,18.0,1652,29.285714285714285,0,0,1,0
0.2,24.0,15.0,1703,28.571428571428573,0,0,1,0
0.2,23.0,15.0,777,27.285714285714285,0,0,1,0
0.2,36.0,15.0,267,27.714285714285715,1,0,0,0
0.2,27.0,13.0,698,26.285714285714285,1,0,0,0
0.2,27.0,14.0,786,26.285714285714285,0,0,1,0
0.2,29.0,14.0,899,27.142857142857142,0,0,1,0
0.2,30.0,18.0,853,28.0,0,0,1,0
0.2,27.0,15.0,1185,28.428571428571427,0,0,1,0
0.2,25.0,19.0,1060,28.714285714285715,0,0,1,0
0.2,34.0,24.0,1788,28.428571428571427,0,0,1,0
0.2,32.0,21.0,1632,29.142857142857142,0,0,1,0
0.2,31.0,21.0,1623,29.714285714285715,0,0,1,0
0.2,36.0,23.0,1234,30.714285714285715,0,0,1,0
0.2,40.0,29.0,1947,32.142857142857146,0,0,1,0
0.2,34.0,27.0,1545,33.142857142857146,0,0,1,0
0.2,31.0,23.0,1528,34.0,0,0,1,0
0.2,36.0,23.0,1156,34.285714285714285,0,0,1,0
0.3,38.0,27.0,1829,35.142857142857146,0,0,1,0
0.2,25.0,17.0,1985,34.285714285714285,0,0,1,0
0.3,21.0,13.0,2000,32.142857142857146,0,0,1,0
0.3,20.0,12.0,2000,29.285714285714285,0,0,1,0
0.3,17.0,11.0,2000,26.857142857142858,0,0,1,0
0.2,17.0,13.0,2000,24.857142857142858,0,0,1,0
0.2,18.0,11.0,2000,22.285714285714285,0,0,1,0
0.2,18.0,12.0,2000,19.428571428571427,0,0,1,0
0.2,15.0,10.0,2000,18.0,0,0,1,0
0.3,18.0,12.0,2000,17.571428571428573,0,0,1,0
0.3,20.0,10.0,2000,17.571428571428573,0,0,1,0
0.3,25.0,12.0,1603,18.714285714285715,0,0,1,0
0.3,28.0,20.0,1596,20.285714285714285,0,0,1,0
0.3,30.0,21.0,1556,22.0,0,0,1,0
0.3,33.0,23.0,1637,24.142857142857142,0,0,1,0
0.3,35.0,27.0,1997,27.0,0,0,1,0
0.3,35.0,25.0,2000,29.428571428571427,0,0,1,0
0.3,35.0,26.0,2000,31.571428571428573,0,0,1,0
0.3,33.0,24.0,2000,32.714285714285715,0,0,1,0
0.3,34.0,24.0,2000,33.57142857142857,0,0,1,0
0.3,33.0,26.0,2000,34.0,0,0,1,0
0.3,32.0,26.0,2000,33.857142857142854,0,0,1,0
0.3,29.0,23.0,2000,33.0,0,0,1,0
0.3,29.0,23.0,2000,32.142857142857146,0,0,1,0
0.3,30.0,22.0,2000,31.428571428571427,0,0,1,0
0.3,29.0,22.0,1872,30.857142857142858,0,0,1,0
0.3,32.0,24.0,1999,30.571428571428573,0,0,1,0
0.3,32.0,24.0,1513,30.428571428571427,0,0,1,0
0.3,32.0,24.0,1187,30.428571428571427,0,0,1,0
0.3,43.0,27.0,1065,32.42857142857143,0,0,1,0
0.3,45.0,26.0,984,34.714285714285715,0,0,1,0
0.3,46.0,28.0,1142,37.0,0,0,1,0
0.3,38.0,24.0,1164,38.285714285714285,0,0,1,0
0.3,30.0,20.0,1717,38.0,0,0,1,0
0.3,33.0,22.0,1569,38.142857142857146,0,0,1,0
0.3,33.0,24.0,2000,38.285714285714285,0,0,1,0
0.2,30.0,20.0,2000,36.42857142857143,0,0,1,0
0.2,24.0,13.0,2000,33.42857142857143,0,0,1,0
0.4,25.5,15.0,2000,30.5,0,0,1,0
0.4,27.0,17.0,2000,28.928571428571427,0,0,1,0
0.3,28.5,19.0,2000,28.714285714285715,0,0,1,0
0.3,30.0,21.0,2000,28.285714285714285,0,0,1,0
0.3,33.0,25.0,2000,28.285714285714285,0,0,1,0
0.4,38.0,25.0,2000,29.428571428571427,0,0,1,0
0.4,36.0,25.0,2000,31.142857142857142,0,0,1,0
0.4,35.0,24.0,2000,32.5,0,0,1,0
0.4,27.0,18.0,2000,32.5,0,0,1,0
0.4,25.0,18.0,2000,32.0,0,0,1,0
0.4,31.0,19.0,2000,32.142857142857146,0,0,1,0
0.5,38.0,26.0,2000,32.857142857142854,0,0,1,0
0.5,34.0,25.0,2000,32.285714285714285,0,0,1,0
0.5,39.0,28.0,2000,32.714285714285715,0,0,1,0
0.5,35.0,24.0,2000,32.714285714285715,0,0,1,0
0.5,38.0,29.0,2000,34.285714285714285,0,0,1,0
0.4,39.0,28.0,1559,36.285714285714285,0,0,1,0
0.4,40.0,33.0,1348,37.57142857142857,0,0,1,0
0.4,37.0,28.0,2000,37.42857142857143,0,0,1,0
0.4,24.0,20.0,2000,36.0,0,0,1,0
0.3,19.0,12.0,2000,33.142857142857146,0,0,1,0
0.3,17.0,11.0,2000,30.571428571428573,0,0,1,0
0.3,14.0,8.0,2000,27.142857142857142,0,0,1,0
0.3,15.0,10.0,2000,23.714285714285715,0,0,1,0
0.3,15.0,9.0,2000,20.142857142857142,0,0,1,0
0.3,19.0,11.0,2000,17.571428571428573,0,0,1,0
0.3,16.0,9.0,2000,16.428571428571427,0,0,1,0
0.3,20.0,13.0,2000,16.571428571428573,0,0,1,0
0.3,18.0,11.0,2000,16.714285714285715,0,0,1,0
0.3,18.0,12.0,2000,17.285714285714285,0,0,1,0
0.3,21.0,12.0,2000,18.142857142857142,0,0,1,0
0.3,23.0,15.0,2000,19.285714285714285,0,0,1,0
0.3,22.0,15.0,2000,19.714285714285715,0,0,1,0
0.3,22.0,15.0,2000,20.571428571428573,0,0,1,0
0.3,19.0,11.0,2000,20.428571428571427,0,0,1,0
0.3,16.0,10.0,2000,20.142857142857142,0,0,1,0
0.3,17.0,10.0,2000,20.0,0,0,1,0
0.2,16.0,9.0,2000,19.285714285714285,0,0,1,0
0.2,14.0,8.0,2000,18.0,0,0,1,0
0.2,17.0,6.0,2000,17.285714285714285,0,0,1,0
0.3,15.0,8.0,2000,16.285714285714285,0,0,1,0
0.3,16.0,10.0,2000,15.857142857142858,0,0,1,0
0.3,30.0,11.0,2000,17.857142857142858,0,0,1,0
0.3,16.0,11.0,2000,17.714285714285715,0,0,1,0
0.3,14.0,8.0,2000,17.428571428571427,0,0,1,0
0.3,16.0,10.0,2000,17.714285714285715,0,0,1,0
0.3,16.0,9.0,2000,17.571428571428573,0,0,1,0
0.3,17.0,10.0,2000,17.857142857142858,0,0,1,0
0.3,14.0,8.0,2000,17.571428571428573,0,0,1,0
0.3,24.0,14.0,2000,16.714285714285715,0,0,1,0
0.3,20.0,14.0,2000,17.285714285714285,0,0,1,0
0.4,24.0,17.0,2000,18.714285714285715,0,0,1,0
0.3,31.0,22.0,2000,20.857142857142858,0,0,1,0
0.4,31.0,21.0,2000,23.0,0,0,1,0
0.5,26.0,18.0,2000,24.285714285714285,0,0,1,0
0.4,25.0,18.0,2000,25.857142857142858,0,0,1,0
0.3,19.0,12.0,2000,25.142857142857142,0,0,1,0
0.4,16.0,13.0,2000,24.571428571428573,0,0,1,0
0.3,17.0,12.0,2000,23.571428571428573,0,0,1,0
0.3,17.0,11.0,2000,21.571428571428573,0,0,1,0
0.3,15.0,10.0,2000,19.285714285714285,0,0,1,0
0.3,15.0,11.0,2000,17.714285714285715,0,0,1,0
0.3,14.0,10.0,2000,16.142857142857142,0,0,1,0
0.3,18.0,12.0,2000,16.0,0,0,1,0
0.3,17.0,11.0,2000,16.142857142857142,0,0,1,0
0.3,17.0,11.0,2000,16.142857142857142,0,0,1,0
0.3,17.0,11.0,2000,16.142857142857142,0,0,1,0
0.3,17.0,12.0,2000,16.428571428571427,0,0,1,0
0.3,17.0,7.0,2000,16.714285714285715,0,0,1,0
0.3,17.0,9.0,2000,17.142857142857142,0,0,1,0
0.3,17.0,10.0,2000,17.0,0,0,1,0
0.3,18.0,12.0,2000,17.142857142857142,0,0,1,0
0.3,15.0,11.0,2000,16.857142857142858,0,0,1,0
0.3,10.0,9.0,2000,15.857142857142858,0,0,1,0
0.3,15.0,12.0,1800,15.571428571428571,0,0,1,0
0.3,20.0,15.0,2000,16.0,0,0,1,0
0.3,16.0,13.0,2000,15.857142857142858,0,0,1,0
0.3,17.0,11.0,2000,15.857142857142858,0,0,1,0
0.4,21.0,16.0,2000,16.285714285714285,0,0,1,0
0.4,36.0,25.0,2000,19.285714285714285,0,0,1,0
0.3,29.0,16.0,2000,22.0,0,0,1,0
0.3,9.0,5.0,2000,21.142857142857142,0,0,1,0
0.4,7.0,3.0,2000,19.285714285714285,0,0,1,0
0.4,12.0,7.0,2000,18.714285714285715,0,0,1,0
0.4,17.0,11.0,2000,18.714285714285715,0,0,1,0
0.3,16.0,10.0,2000,18.0,0,0,1,0
0.3,16.0,10.0,2000,15.142857142857142,0,0,1,0
0.3,16.0,12.0,2000,13.285714285714286,0,0,1,0
0.3,15.0,10.0,2000,14.142857142857142,0,0,1,0
0.3,16.0,12.0,2000,15.428571428571429,0,0,1,0
0.3,15.0,10.0,2000,15.857142857142858,0,0,1,0
0.3,16.0,11.0,2000,15.714285714285714,0,0,1,0
0.3,12.0,8.0,2000,15.142857142857142,0,0,1,0
0.3,14.0,8.0,2000,14.857142857142858,0,0,1,0
0.3,15.0,10.0,2000,14.714285714285714,0,0,1,0
0.3,15.0,13.0,2000,14.714285714285714,0,0,1,0
0.3,11.0,9.0,2000,14.0,0,0,1,0
0.3,10.0,11.0,2000,13.285714285714286,0,0,1,0
0.2,8.0,6.0,2000,12.142857142857142,0,0,1,0
0.2,9.0,8.0,2000,11.714285714285714,0,0,1,0
0.3,14.0,8.0,2000,11.714285714285714,0,0,1,0
0.3,14.0,6.0,2000,11.571428571428571,0,0,1,0
0.3,10.0,7.0,2000,10.857142857142858,0,0,1,0
0.3,12.0,9.0,2000,11.0,0,0,1,0
0.3,9.0,7.0,2000,10.857142857142858,0,0,1,0
0.3,7.0,5.0,2000,10.714285714285714,0,0,1,0
0.3,7.0,5.0,2000,10.428571428571429,0,0,1,0
0.3,8.0,5.0,2000,9.571428571428571,0,0,1,0
0.3,9.0,6.0,2000,8.857142857142858,0,0,1,0
0.3,10.0,8.0,2000,8.857142857142858,0,0,1,0
0.3,9.0,7.0,2000,8.428571428571429,0,0,1,0
0.2,10.0,7.0,2000,8.571428571428571,0,0,1,0
0.2,10.0,7.0,2000,9.0,0,0,1,0
0.2,10.0,11.0,2000,9.428571428571429,0,0,1,0
0.3,10.0,8.0,2000,9.714285714285714,0,0,1,0
0.3,12.0,6.0,2000,10.142857142857142,0,0,1,0
0.2,7.0,3.0,2000,9.714285714285714,0,0,1,0
0.2,8.0,7.0,2000,9.571428571428571,0,0,1,0
0.2,9.0,6.0,2000,9.428571428571429,0,0,1,0
0.2,13.0,8.0,2000,9.857142857142858,0,0,1,0
0.3,9.0,7.0,2000,9.714285714285714,0,0,1,0
0.3,11.0,9.0,2000,9.857142857142858,0,0,1,0
0.3,9.0,7.0,2000,9.428571428571429,0,0,1,0
0.3,10.0,9.0,2000,9.857142857142858,0,0,1,0
0.3,10.0,8.0,2000,10.142857142857142,0,0,1,0
0.3,14.0,10.0,2000,10.857142857142858,0,0,1,0
0.3,12.0,10.0,2000,10.714285714285714,0,0,1,0
0.3,14.0,14.0,2000,11.428571428571429,0,0,1,0
0.3,13.0,9.0,2000,11.714285714285714,0,0,1,0
0.3,16.0,11.0,2000,12.714285714285714,0,0,1,0
0.3,20.0,15.0,2000,14.142857142857142,0,0,1,0
0.3,18.0,12.0,2000,15.285714285714286,0,0,1,0
0.3,9.0,7.0,2000,14.571428571428571,0,0,1,0
0.3,7.0,7.0,2000,13.857142857142858,0,0,1,0
0.3,9.0,7.0,2000,13.142857142857142,0,0,1,0
0.2,11.0,8.0,2000,12.857142857142858,0,0,1,0
0.2,8.0,7.0,2000,11.714285714285714,0,0,1,0
0.2,10.0,5.0,2000,10.285714285714286,0,0,1,0
0.2,9.0,7.0,2000,9.0,0,0,1,0
0.3,10.0,8.0,2000,9.142857142857142,0,0,1,0
0.3,7.0,5.0,2000,9.142857142857142,0,0,1,0
0.3,12.0,10.0,2000,9.571428571428571,0,0,1,0
0.3,14.0,9.0,2000,10.0,0,0,1,0
0.3,19.0,13.0,2000,11.571428571428571,0,0,1,0
0.3,15.0,9.0,2000,12.285714285714286,0,0,1,0
0.4,17.0,10.0,2000,13.428571428571429,0,0,1,0
0.4,18.0,11.0,2000,14.571428571428571,0,0,1,0
0.3,21.0,17.0,77,16.571428571428573,0,0,0,1
0.3,9.0,6.0,1908,16.142857142857142,1,0,0,0
0.4,7.0,4.0,1699,15.142857142857142,1,0,0,0
0.5,13.0,9.0,2000,14.285714285714286,1,0,0,0
0.5,14.0,8.0,2000,14.142857142857142,0,0,1,0
0.5,14.0,11.0,2000,13.714285714285714,0,0,1,0
0.5,19.0,14.0,2000,13.857142857142858,0,0,1,0
0.4,16.0,12.0,2000,13.142857142857142,0,0,1,0
0.3,15.0,12.0,2000,14.0,0,0,1,0
0.3,13.0,9.0,2000,14.857142857142858,0,0,1,0
0.3,13.0,10.0,2000,14.857142857142858,0,0,1,0
0.3,15.0,11.0,2000,15.0,0,0,1,0
0.3,16.0,13.0,2000,15.285714285714286,0,0,1,0
0.3,16.0,10.0,2000,14.857142857142858,0,0,1,0
0.3,14.0,11.0,2000,14.571428571428571,0,0,1,0
0.3,13.0,9.0,2000,14.285714285714286,0,0,1,0
0.3,13.0,10.0,2000,14.285714285714286,0,0,1,0
0.3,14.0,8.0,2000,14.428571428571429,0,0,1,0
0.3,11.0,6.0,2000,13.857142857142858,0,0,1,0
0.4,13.0,6.0,2000,13.428571428571429,0,0,1,0
0.4,17.0,11.0,2000,13.571428571428571,0,0,1,0
0.3,20.0,14.0,2000,14.428571428571429,0,0,1,0
0.4,15.0,12.0,2000,14.714285714285714,0,0,1,0
0.3,19.0,15.0,2000,15.571428571428571,0,0,1,0
0.4,22.0,17.0,2000,16.714285714285715,0,0,1,0
0.4,23.0,18.0,2000,18.428571428571427,0,0,1,0
0.4,22.0,16.0,2000,19.714285714285715,0,0,1,0
0.5,22.0,17.0,2000,20.428571428571427,0,0,1,0
0.4,17.0,17.0,2000,20.0,0,0,1,0
0.5,20.0,16.0,2000,20.714285714285715,0,0,1,0
0.6,21.0,17.0,2000,21.0,0,0,1,0
0.6,27.0,21.0,2000,21.714285714285715,0,0,1,0
0.6,30.0,23.0,2000,22.714285714285715,0,0,1,0
0.6,27.0,20.0,2000,23.428571428571427,0,0,1,0
0.4,25.0,18.0,2000,23.857142857142858,0,0,1,0
0.4,20.0,15.0,2000,24.285714285714285,0,0,1,0
0.4,24.0,17.0,2000,24.857142857142858,0,0,1,0
0.4,21.0,17.0,2000,24.857142857142858,0,0,1,0
0.4,24.0,17.0,2000,24.428571428571427,0,0,1,0
0.4,21.0,16.0,2000,23.142857142857142,0,0,1,0
0.3,19.0,13.0,2000,22.0,0,0,1,0
0.3,15.0,8.0,2000,20.571428571428573,0,0,1,0
0.4,17.0,13.0,2000,20.142857142857142,0,0,1,0
0.4,20.0,11.0,2000,19.571428571428573,0,0,1,0
0.4,23.0,17.0,2000,19.857142857142858,0,0,1,0
0.3,22.0,15.0,2000,19.571428571428573,0,0,1,0
0.3,17.0,11.0,2000,19.0,0,0,1,0
0.3,14.0,8.0,2000,18.285714285714285,0,0,1,0
0.3,14.0,14.0,2000,18.142857142857142,0,0,1,0
0.3,14.0,10.0,2000,17.714285714285715,0,0,1,0
0.3,16.0,11.0,2000,17.142857142857142,0,0,1,0
0.3,14.0,9.0,2000,15.857142857142858,0,0,1,0
0.3,15.0,12.0,2000,14.857142857142858,0,0,1,0
0.3,18.0,15.0,2000,15.0,0,0,1,0
0.4,18.0,12.0,2000,15.571428571428571,0,0,1,0
0.4,16.0,13.0,2000,15.857142857142858,0,0,1,0
0.5,20.0,19.0,2000,16.714285714285715,0,0,1,0
0.6,23.0,18.0,2000,17.714285714285715,0,0,1,0
0.4,24.0,15.0,2000,19.142857142857142,0,0,1,0
0.3,17.0,13.0,2000,19.428571428571427,0,0,1,0
0.3,17.0,12.0,2000,19.285714285714285,0,0,1,0
0.3,16.0,12.0,2000,19.0,0,0,1,0
0.3,18.0,13.0,2000,19.285714285714285,0,0,1,0
0.3,15.0,12.0,2000,18.571428571428573,0,0,1,0
0.3,16.0,12.0,2000,17.571428571428573,0,0,1,0
0.3,16.0,12.0,2000,16.428571428571427,0,0,1,0
0.4,19.0,12.0,2000,16.714285714285715,0,0,1,0
0.3,18.0,11.0,2000,16.857142857142858,0,0,1,0
0.3,19.0,14.0,2000,17.285714285714285,0,0,1,0
0.3,19.0,12.0,2000,17.428571428571427,0,0,1,0
0.3,16.0,8.0,2000,17.571428571428573,0,0,1,0
0.3,23.0,12.0,2000,18.571428571428573,0,0,1,0
0.3,15.0,13.0,2000,18.428571428571427,0,0,1,0
0.3,17.0,12.0,2000,18.142857142857142,0,0,1,0
0.3,16.0,12.0,2000,17.857142857142858,0,0,1,0
0.3,19.0,15.0,2000,17.857142857142858,0,0,1,0
0.3,28.0,21.0,2000,19.142857142857142,0,0,1,0
0.4,30.0,23.0,2000,21.142857142857142,0,0,1,0
0.5,33.0,29.0,2000,22.571428571428573,0,0,1,0
0.4,30.0,23.0,2000,24.714285714285715,0,0,1,0
0.4,32.0,26.0,2000,26.857142857142858,0,0,1,0
0.4,30.0,24.0,2000,28.857142857142858,0,0,1,0
0.3,25.0,20.0,2000,29.714285714285715,0,0,1,0
0.3,25.0,21.0,2000,29.285714285714285,0,0,1,0
0.3,21.0,19.0,2000,28.0,0,0,1,0
0.3,19.0,16.0,2000,26.0,0,0,1,0
0.3,20.0,19.0,2000,24.571428571428573,0,0,1,0
0.3,20.0,17.0,2000,22.857142857142858,0,0,1,0
0.3,22.0,17.0,2000,21.714285714285715,0,0,1,0
0.4,20.0,15.0,2000,21.0,0,0,1,0
0.3,24.0,20.0,2000,20.857142857142858,0,0,1,0
0.3,24.0,18.0,2000,21.285714285714285,0,0,1,0
0.3,24.0,20.0,2000,22.0,0,0,1,0
0.3,29.0,25.0,2000,23.285714285714285,0,0,1,0
0.3,32.0,29.0,2000,25.0,0,0,1,0
0.3,25.0,21.0,2000,25.428571428571427,0,0,1,0
0.3,28.0,16.0,2000,26.571428571428573,0,0,1,0
0.3,24.0,18.0,2000,26.571428571428573,0,0,1,0
